2025-08-03 00:06:36.267 | WARNING  | __main__:main:212 - 
2025-08-03 00:06:40.964 | WARNING  | __main__:_SingleInput_WorkFlow:157 - Detected valid inputs in rectangle_84.json, prioritize them for calculation.
2025-08-03 00:06:40.964 | WARNING  | __main__:_SingleInput_WorkFlow:157 - Detected valid inputs in rectangle_96.json, prioritize them for calculation.
2025-08-03 00:06:40.964 | WARNING  | __main__:_SingleInput_WorkFlow:157 - Detected valid inputs in rectangle_78.json, prioritize them for calculation.
2025-08-03 00:06:40.965 | WARNING  | __main__:_SingleInput_WorkFlow:157 - Detected valid inputs in rectangle_85.json, prioritize them for calculation.
2025-08-03 00:06:40.965 | WARNING  | __main__:_SingleInput_WorkFlow:157 - Detected valid inputs in rectangle_97.json, prioritize them for calculation.
2025-08-03 00:06:40.965 | WARNING  | __main__:_SingleInput_WorkFlow:157 - Detected valid inputs in rectangle_79.json, prioritize them for calculation.
2025-08-03 00:06:40.965 | WARNING  | __main__:_SingleInput_WorkFlow:157 - Detected valid inputs in rectangle_86.json, prioritize them for calculation.
2025-08-03 00:06:40.965 | WARNING  | __main__:_SingleInput_WorkFlow:157 - Detected valid inputs in rectangle_98.json, prioritize them for calculation.
2025-08-03 00:06:40.965 | WARNING  | __main__:_SingleInput_WorkFlow:157 - Detected valid inputs in rectangle_8.json, prioritize them for calculation.
2025-08-03 00:06:40.965 | WARNING  | __main__:load_rectangle_json:63 - The inputs in this rectangle_87.json file are corrupted!!!
2025-08-03 00:06:40.965 | WARNING  | __main__:_SingleInput_WorkFlow:157 - Detected valid inputs in rectangle_87.json, prioritize them for calculation.
2025-08-03 00:06:40.965 | WARNING  | __main__:_SingleInput_WorkFlow:157 - Detected valid inputs in rectangle_99.json, prioritize them for calculation.
2025-08-03 00:06:40.965 | WARNING  | __main__:_SingleInput_WorkFlow:157 - Detected valid inputs in rectangle_80.json, prioritize them for calculation.
2025-08-03 00:06:40.965 | WARNING  | __main__:_SingleInput_WorkFlow:157 - Detected valid inputs in rectangle_81.json, prioritize them for calculation.
2025-08-03 00:06:40.965 | WARNING  | __main__:_SingleInput_WorkFlow:157 - Detected valid inputs in rectangle_82.json, prioritize them for calculation.
2025-08-03 00:06:40.965 | WARNING  | __main__:_SingleInput_WorkFlow:157 - Detected valid inputs in rectangle_88.json, prioritize them for calculation.
2025-08-03 00:06:40.965 | WARNING  | __main__:load_rectangle_json:63 - The inputs in this rectangle_89.json file are corrupted!!!
2025-08-03 00:06:40.965 | WARNING  | __main__:_SingleInput_WorkFlow:157 - Detected valid inputs in rectangle_89.json, prioritize them for calculation.
2025-08-03 00:06:40.966 | WARNING  | __main__:_SingleInput_WorkFlow:157 - Detected valid inputs in rectangle_9.json, prioritize them for calculation.
2025-08-03 00:06:40.966 | WARNING  | __main__:_SingleInput_WorkFlow:157 - Detected valid inputs in rectangle_90.json, prioritize them for calculation.
2025-08-03 00:06:40.966 | WARNING  | __main__:load_rectangle_json:63 - The inputs in this rectangle_91.json file are corrupted!!!
2025-08-03 00:06:40.966 | WARNING  | __main__:_SingleInput_WorkFlow:157 - Detected valid inputs in rectangle_91.json, prioritize them for calculation.
2025-08-03 00:06:40.966 | WARNING  | __main__:_SingleInput_WorkFlow:157 - Detected valid inputs in rectangle_92.json, prioritize them for calculation.
2025-08-03 00:06:40.966 | WARNING  | __main__:_SingleInput_WorkFlow:157 - Detected valid inputs in rectangle_93.json, prioritize them for calculation.
2025-08-03 00:06:40.966 | WARNING  | __main__:_SingleInput_WorkFlow:157 - Detected valid inputs in rectangle_94.json, prioritize them for calculation.
